  0.0025  0.
  0.0075  0.
  0.0125  0.
  0.0175  0.
  0.0225  0.
  0.0275  0.
  0.0325  0.
  0.0375  0.
  0.0425  0.
  0.0475  0.
  0.0525  0.
  0.0575  0.
  0.0625  0.
  0.0675  0.
  0.0725  0.
  0.0775  0.
  0.0825  0.
  0.0875  0.
  0.0925  0.
  0.0975  0.
  0.1025  0.
  0.1075  0.
  0.1125  0.
  0.1175  0.
  0.1225  0.
  0.1275  0.
  0.1325  0.
  0.1375  0.
  0.1425  0.
  0.1475  0.
  0.1525  0.
  0.1575  0.
  0.1625  0.
  0.1675  0.
  0.1725  0.
  0.1775  0.
  0.1825  0.
  0.1875  0.
  0.1925  0.
  0.1975  0.
  0.2025  1.
  0.2075  2.
  0.2125  4.
  0.2175  1.
  0.2225  11.
  0.2275  20.
  0.2325  26.
  0.2375  50.
  0.2425  75.
  0.2475  132.
  0.2525  201.
  0.2575  292.
  0.2625  427.
  0.2675  631.
  0.2725  835.
  0.2775  1181.
  0.2825  1465.
  0.2875  1807.
  0.2925  2298.
  0.2975  2599.
  0.3025  3035.
  0.3075  3383.
  0.3125  3648.
  0.3175  3803.
  0.3225  3852.
  0.3275  3805.
  0.3325  3564.
  0.3375  3341.
  0.3425  3061.
  0.3475  2555.
  0.3525  2212.
  0.3575  1781.
  0.3625  1388.
  0.3675  1118.
  0.3725  767.
  0.3775  588.
  0.3825  403.
  0.3875  249.
  0.3925  203.
  0.3975  120.
  0.4025  68.
  0.4075  45.
  0.4125  29.
  0.4175  14.
  0.4225  9.
  0.4275  4.
  0.4325  2.
  0.4375  3.
  0.4425  0.
  0.4475  0.
  0.4525  0.
  0.4575  0.
  0.4625  0.
  0.4675  0.
  0.4725  0.
  0.4775  0.
  0.4825  0.
  0.4875  0.
  0.4925  0.
  0.4975  0.
  0.5025  0.
  0.5075  0.
  0.5125  0.
  0.5175  0.
  0.5225  0.
  0.5275  0.
  0.5325  0.
  0.5375  0.
  0.5425  0.
  0.5475  0.
  0.5525  0.
  0.5575  0.
  0.5625  0.
  0.5675  0.
  0.5725  0.
  0.5775  0.
  0.5825  0.
  0.5875  0.
  0.5925  0.
  0.5975  0.
  0.6025  0.
  0.6075  0.
  0.6125  0.
  0.6175  0.
  0.6225  0.
  0.6275  0.
  0.6325  0.
  0.6375  0.
  0.6425  0.
  0.6475  0.
  0.6525  0.
  0.6575  0.
  0.6625  0.
  0.6675  0.
  0.6725  0.
  0.6775  0.
  0.6825  0.
  0.6875  0.
  0.6925  0.
  0.6975  0.
  0.7025  0.
  0.7075  0.
  0.7125  0.
  0.7175  0.
  0.7225  0.
  0.7275  0.
  0.7325  0.
  0.7375  0.
  0.7425  0.
  0.7475  0.
  0.7525  0.
  0.7575  0.
  0.7625  0.
  0.7675  0.
  0.7725  0.
  0.7775  0.
  0.7825  0.
  0.7875  0.
  0.7925  0.
  0.7975  0.
  0.8025  0.
  0.8075  0.
  0.8125  0.
  0.8175  0.
  0.8225  0.
  0.8275  0.
  0.8325  0.
  0.8375  0.
  0.8425  0.
  0.8475  0.
  0.8525  0.
  0.8575  0.
  0.8625  0.
  0.8675  0.
  0.8725  0.
  0.8775  0.
  0.8825  0.
  0.8875  0.
  0.8925  0.
  0.8975  0.
